moves,comment,good
1. e4,C87: Closed Ruy Lopez: Steinitz-type lines after 6 Re1 d6,True
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3,last book move,True
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6,Secures f5,False
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5,Black prepares the advance a4,True
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2,The knight aims for Nd4-e2-c1-d3,True
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4,Black gets more space,False
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4 17. Nc1 Ra6 18. Nd3,The white knight is safe in front of d4,True
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4 17. Nc1 Ra6 18. Nd3 Bc6 19. Qg4 a4 20. Ne4 Bxe4 21. Qxe4 Qa8 22. Qg4 Qc8 23. Qxc8 Rxc8 24. Ba3 Ra5 25. Reb1 g5 26. g3,Controls f4,False
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4 17. Nc1 Ra6 18. Nd3 Bc6 19. Qg4 a4 20. Ne4 Bxe4 21. Qxe4 Qa8 22. Qg4 Qc8 23. Qxc8 Rxc8 24. Ba3 Ra5 25. Reb1 g5 26. g3 axb3 27. axb3 Rb8 28. Kf1 f6 29. Ke2 Kf7 30. Kd2 Ke6 31. exf6 Bd6 32. Kc2 Rba8,Black intends Rxa3,False
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. Bxc6+ bxc6 8. d4 exd4 9. Nxd4 Bd7 10. b3 O-O 11. Bb2 g6 12. Qf3 Nh5 13. e5 d5 14. Nd2 a5 15. c4 c5 16. Ne2 d4 17. Nc1 Ra6 18. Nd3 Bc6 19. Qg4 a4 20. Ne4 Bxe4 21. Qxe4 Qa8 22. Qg4 Qc8 23. Qxc8 Rxc8 24. Ba3 Ra5 25. Reb1 g5 26. g3 axb3 27. axb3 Rb8 28. Kf1 f6 29. Ke2 Kf7 30. Kd2 Ke6 31. exf6 Bd6 32. Kc2 Rba8 33. Bb2 Rxa1 34. Bxa1 Nxf6 35. Re1+ Kf5 36. f3 h5 37. b4 Ra2+ 38. Bb2 Nd7 39. b5 Ne5 40. Nxe5 Bxe5 41. Kb3 Ra8 42. g4+ Kf6 43. Bc1 Bd6 44. h3 Rh8 45. Kc2 hxg4 46. hxg4 Rh3 47. Rf1 Be7 48. Kd3 Ke6 49. Re1+ Kd6 50. Ke4 Rh6 51. Rf1 Re6+ 52. Kd3 Rh6 53. f4 Rh4 54. Ke4 Ke6 55. f5+ Kf7 56. Rg1 Rh6 57. Bd2 Ke8 58. Be1 Rh2 59. Bg3,White gets strong initiative,False
