moves,comment,good
1. c4,A32: Symmetrical English: 2 Nf3 Nf6 3 d4 cxd4 4 Nxd4 e6,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1,Can d6 get defended?,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2,last book move,False
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6,Secures g5,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6,Consolidates c5,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6 22. Rc2 Be7 23. Bd5 Qd7 24. Bxe6 Qxe6 25. f3 b5 26. cxb5 axb5 27. a5 d5 28. Bb6 e4 29. Qxb5 Rd6 30. fxe4 Bd8 31. exd5,The passed pawn on d5 quickly leads to threats,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6 22. Rc2 Be7 23. Bd5 Qd7 24. Bxe6 Qxe6 25. f3 b5 26. cxb5 axb5 27. a5 d5 28. Bb6 e4 29. Qxb5 Rd6 30. fxe4 Bd8 31. exd5 Bxb6+ 32. axb6,The passed pawn on b6 will quickly become a dangerous weapon,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6 22. Rc2 Be7 23. Bd5 Qd7 24. Bxe6 Qxe6 25. f3 b5 26. cxb5 axb5 27. a5 d5 28. Bb6 e4 29. Qxb5 Rd6 30. fxe4 Bd8 31. exd5 Bxb6+ 32. axb6 Qe3+ 33. Kf1 Rf6+ 34. Ke1 Rfxb6 35. Qc5,White plans d6,True
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6 22. Rc2 Be7 23. Bd5 Qd7 24. Bxe6 Qxe6 25. f3 b5 26. cxb5 axb5 27. a5 d5 28. Bb6 e4 29. Qxb5 Rd6 30. fxe4 Bd8 31. exd5 Bxb6+ 32. axb6 Qe3+ 33. Kf1 Rf6+ 34. Ke1 Rfxb6 35. Qc5 Qe4 36. Kf2 Rxb3 37. d6,Don't underestimate that pawn,False
1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. g3 Bb4+ 6. Bd2 Be7 7. Bg2 Nc6 8. Bf4 O-O 9. Nc3 a6 10. O-O Nxd4 11. Qxd4 d6 12. Qd3 Qc7 13. Rfd1 Rd8 14. Rac1 Nh5 15. Bd2 Rb8 16. Ne4 Nf6 17. Nxf6+ Bxf6 18. Bf4 e5 19. Be3 Be6 20. b3 h6 21. a4 b6 22. Rc2 Be7 23. Bd5 Qd7 24. Bxe6 Qxe6 25. f3 b5 26. cxb5 axb5 27. a5 d5 28. Bb6 e4 29. Qxb5 Rd6 30. fxe4 Bd8 31. exd5 Bxb6+ 32. axb6 Qe3+ 33. Kf1 Rf6+ 34. Ke1 Rfxb6 35. Qc5 Qe4 36. Kf2 Rxb3 37. d6 R8b5,strolling merrily down the path to disaster,True
