moves,comment,good
1. d4,A88: Dutch Defence: Leningrad System: 5 Nf3 0-0 6 0-0 d6 7 Nc3 c6,True
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2,last book move,False
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4,e7 seems the pivot of the position,False
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5,The white bishop on an outpost,True
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5,A valuable piece,False
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5 34. R5e2 a6 35. Qd3 Qh3 36. Nf3 Nf4,Do you see the mate threat?,True
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5 34. R5e2 a6 35. Qd3 Qh3 36. Nf3 Nf4 37. gxf4 Rxf4,The mate threat is Rg4,True
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5 34. R5e2 a6 35. Qd3 Qh3 36. Nf3 Nf4 37. gxf4 Rxf4 38. Ne5 Rg4+,keeping the advantage,False
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5 34. R5e2 a6 35. Qd3 Qh3 36. Nf3 Nf4 37. gxf4 Rxf4 38. Ne5 Rg4+ 39. Nxg4,Theme: Deflection from d3,False
1. d4 d6 2. c4 f5 3. Nf3 Nf6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. Nc3 Qe8 8. b3 Na6 9. Ba3 c6 10. Qd3 Rb8 11. e4 fxe4 12. Nxe4 Bf5 13. Nxf6+ Bxf6 14. Qd2 Nc7 15. Rae1 Qd7 16. h4 b5 17. Re3 bxc4 18. bxc4 Bh3 19. Rfe1 Bxg2 20. Kxg2 Qf5 21. Re4 Rbe8 22. Rf4 Qc8 23. Qa5 d5 24. cxd5 Nxd5 25. Rfe4 Qf5 26. Qd2 Bg7 27. Nh2 Rf7 28. Bc5 Qd7 29. a4 Nf6 30. Re5 Nd5 31. R5e4 Nf6 32. Re5 Kh8 33. Kg1 Nd5 34. R5e2 a6 35. Qd3 Qh3 36. Nf3 Nf4 37. gxf4 Rxf4 38. Ne5 Rg4+ 39. Nxg4 Qxd3 40. Re4 Qf3 41. Nh2 Qf5 42. Bxe7 Kg8 43. f3 Qh3 44. R1e2 Qg3+ 45. Rg2 Bxd4+,a devastating blow,False
