moves,comment,good
1. d4,"D31: Queen's Gambit Declined: Semi-Slav without ...Nf6 (+ Marshall
Gambit and Noteboom) and Exchange Variation lines without ...Nf6",True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2,White plans c5,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6,e4 becomes the focus of attention,False
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3,White intends e5,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5,last book move,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5 Nd5 22. e6 Rxe6 23. Rxe6 fxe6 24. Bh7+ Kh8 25. Bxg7+ Kxg7 26. Qg6+ Kh8 27. Qxh6,Do you see the mate threat?,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5 Nd5 22. e6 Rxe6 23. Rxe6 fxe6 24. Bh7+ Kh8 25. Bxg7+ Kxg7 26. Qg6+ Kh8 27. Qxh6 Nf8 28. Bf5+ Nh7 29. Bxh7 Qxh7 30. Qxe6 Ne7 31. Ne5 Qg7,Threatening mate: Qxg2,False
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5 Nd5 22. e6 Rxe6 23. Rxe6 fxe6 24. Bh7+ Kh8 25. Bxg7+ Kxg7 26. Qg6+ Kh8 27. Qxh6 Nf8 28. Bf5+ Nh7 29. Bxh7 Qxh7 30. Qxe6 Ne7 31. Ne5 Qg7 32. g4 Bd5,Black is ruining his position,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5 Nd5 22. e6 Rxe6 23. Rxe6 fxe6 24. Bh7+ Kh8 25. Bxg7+ Kxg7 26. Qg6+ Kh8 27. Qxh6 Nf8 28. Bf5+ Nh7 29. Bxh7 Qxh7 30. Qxe6 Ne7 31. Ne5 Qg7 32. g4 Bd5 33. Qxe7,Eliminates the defender e7,True
1. d4 d5 2. c4 c6 3. Nf3 e6 4. Nc3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5 8. axb5 Bxc3 9. Bxc3 cxb5 10. b3 Bb7 11. bxc4 b4 12. Bb2 Nf6 13. Bd3 Nbd7 14. Qc2 O-O 15. O-O Qc7 16. e4 e5 17. Rfe1 Rfe8 18. c5 exd4 19. Bxd4 h6 20. h3 Bc6 21. e5 Nd5 22. e6 Rxe6 23. Rxe6 fxe6 24. Bh7+ Kh8 25. Bxg7+ Kxg7 26. Qg6+ Kh8 27. Qxh6 Nf8 28. Bf5+ Nh7 29. Bxh7 Qxh7 30. Qxe6 Ne7 31. Ne5 Qg7 32. g4 Bd5 33. Qxe7 Qxe7,A deflection,False
